gene	0h	3h	12h	24h	48h
Pecam1	6.310025163	6.656612014	7.70055063	7.264104347	6.972878076
Tuba3	5.888832604	8.015996218	7.830711836	6.917249951	6.551686229
Camk1d	2.59020177	2.634097971	2.906223516	3.00557397	3.253407384
Pitpna	8.404753266	8.583165533	8.972810193	9.187670761	9.06803371
Siglecf	2.701225457	2.338502864	2.610469461	3.980536615	3.365061233
D13Ertd150e	5.260806217	4.710926061	5.364556737	5.700335733	5.925075796
Pycard	3.500211573	3.319974789	3.038727493	3.826627953	4.164794935
D230040A04Rik	6.251050237	6.262321036	6.359976241	6.557163903	6.916121568
C230085N15Rik	3.970499247	3.992217822	4.156507316	4.7413224	4.635927799
affy_1424608_a_at	6.520959091	6.758106318	6.805893852	6.913386695	7.186852938
affy_1442536_at	4.340394527	4.745960021	4.675688734	4.978570596	5.006300673
Mllt11	5.581505129	6.991306901	6.609081874	6.541362516	6.247854843
Slc7a4	3.668052532	3.953418604	3.835525971	3.750786604	4.334486179
F730015K02Rik	2.646060712	3.201285075	3.27592038	3.574458121	3.312511178
C77798	3.987202551	4.352266113	4.209245642	4.395544311	4.653690035
Myst3	4.326820739	4.734741113	4.873540335	4.87814918	4.993861377
affy_1446129_at	5.172762353	5.051963854	5.223035373	5.320901247	5.839806093
Armet	9.839081997	10.69008017	10.7838918	11.40824087	10.5061559
Prkaca	7.540464625	7.632425556	8.173737005	8.253849992	8.207683515
affy_1459311_at	2.020444947	2.206470363	2.02421465	2.294284107	2.687664365
Copz1	7.731734984	7.844550608	7.990147155	8.485885954	8.399486971
Irg1	3.774897685	3.925330242	3.799335791	3.866041916	4.442722882
A130014A01Rik	3.566181936	3.631414667	3.78370037	4.246837472	4.23411901
Cd38	8.441027426	7.537460498	8.367310955	8.995410723	9.109653049
C77648	5.360431129	5.730286972	5.999946555	5.573748915	6.029446135
Il2ra	3.380521844	3.251797585	3.114128059	4.002132919	4.049557241
B930012P20Rik	3.714813975	4.055151783	4.196000225	3.896904261	4.384481859
Cstad	3.953792947	3.660194362	3.71113782	5.062645226	4.623462322
Tgoln1	5.928963377	6.455679288	6.42656349	6.485685433	6.598759721
affy_1459804_at	2.780429198	2.974549502	3.796067831	3.38110047	3.45029436
Cmtm3	5.06642899	5.28066318	5.771303778	6.117562014	5.736400091
9030204A07Rik	8.615004529	7.775575423	8.353863484	9.198163941	9.285005043
affy_AFFX-DapX-5_at	12.11396886	12.68972468	12.7261042	12.87543483	12.78427507
Itpkb	6.387242666	5.810874685	6.218074903	6.939791967	7.058345727
6030427F01Rik	4.637808828	4.93287739	4.976060854	4.895509496	5.309188282
4633401B06Rik	4.472784062	5.406878196	5.883863915	4.986115175	5.144204791
Fkbp2	8.082664937	8.965880367	9.223832711	9.743834467	8.754144654
Mobkl1a	5.363053861	5.921001151	5.612102175	5.694571423	6.034835881
Ccnt1	8.276763033	8.262909848	8.374267102	8.409065021	8.949176245
1110012D08Rik	5.896971115	5.423845016	5.631971904	6.710874915	6.569803095
Spen	6.431863802	7.441640913	7.147922342	7.308199414	7.104784978
Casp7	6.418239695	7.792297343	7.627018245	7.186711631	7.091243144
affy_1459376_at	5.146620725	5.560320368	5.399743239	5.542153392	5.819910596
Ncf4	9.481635972	8.610596321	7.891920838	10.54589482	10.15544077
Cldn9	4.938636805	3.610717541	4.656800907	6.074842112	5.612680021
AA589516	6.636681392	6.550234564	6.91937503	7.113362899	7.311115511
D8Ertd354e	5.574449415	5.046322082	5.342460759	6.332385819	6.249195756
Ppapdc1	4.876852776	5.072815631	5.359542921	5.397831924	5.551832457
Wac	6.914826992	6.82202697	6.899845398	7.042826331	7.590384396
Hgs	7.624290745	7.945741426	8.046649994	8.270027955	8.299985307
affy_1441238_at	7.378819064	8.370093784	8.504911699	7.987839216	8.055759539
affy_1444144_at	5.616636508	6.093553032	5.888071922	6.239091726	6.293950683
Pgk1	11.37389628	11.86703339	11.99444321	12.29917918	12.0513098
Bloc1s1	8.055285023	8.235676629	8.511869075	8.893164853	8.733085924
Fbs1	6.561393282	6.527066255	7.024725166	7.194771418	7.239349135
Nr3c1	6.232583477	6.97854591	6.945264945	6.8977029	6.910553966
2310014F06Rik	4.415253547	4.582639638	4.715392337	4.585116896	5.093357002
Cep110	6.519346922	7.367475589	7.548824011	7.428631792	7.197751978
Ctns	4.63834158	4.3678053	4.594153112	5.032033362	5.317434783
Dusp5	9.011481308	7.151819766	8.81643302	10.33336541	9.69059503
5033421C21Rik	3.127166577	3.830980097	2.899184062	3.275159584	3.806607297
A830007P12Rik	8.388291912	6.795118588	7.480812453	8.822595158	9.068634737
Plxnb3	5.454742182	5.213791174	5.187659463	6.241954883	6.135255609
Gt(ROSA)26Sor	6.329763409	7.921197824	7.228796842	6.947617838	7.010866675
9930012K11Rik	5.748053655	6.155722042	7.004704108	6.523986123	6.429450367
9830115L13Rik	10.08957942	9.552377028	9.891068621	10.49442171	10.77124819
Tnfaip8l1	6.057322294	6.78987913	7.246963956	6.765510745	6.739033359
affy_1440685_at	4.771820912	5.874618948	5.620644308	5.139567355	5.45416035
AU021025	5.947953237	7.141706042	7.206359111	6.614451988	6.630453108
Limd2	7.706556672	8.13491002	8.489181559	8.314322689	8.38906609
Selk	8.863858379	9.104002249	9.728148224	9.856092156	9.546424279
affy_1444188_at	5.467708384	5.461542848	5.559744015	5.808723705	6.150288951
Scamp5	4.53158541	4.185547012	4.432631682	5.192823352	5.214517501
6230427J02Rik	8.30716768	6.490373118	8.486352995	8.674308893	8.990143466
Syap1	7.19864024	6.833253237	7.516197675	7.873963139	7.882166809
Elf2	4.93758013	5.628970087	5.336958177	5.345159159	5.621296056
BC002216	6.329888365	7.103840212	7.277703721	7.001230864	7.013977364
Per1	7.096281093	6.040376102	6.818750671	7.391879096	7.780429969
8430439J12Rik	4.807204857	5.243368422	5.393096134	5.460033964	5.49147073
BC046401	5.946870101	5.338967194	5.656788504	6.288749526	6.631321775
Trak1	5.715854292	5.458611488	6.507642793	6.207118234	6.400329343
affy_1442227_at	2.366937907	2.293032849	2.270074469	2.537369073	3.051432318
Taok1	6.095532216	6.565832057	6.536830421	6.834893504	6.78028576
Anxa9	6.414767594	5.035145472	5.010333871	7.16679406	7.099890445
affy_1447846_x_at	4.88556342	5.120027413	5.16559537	5.233291597	5.570815581
Sh3tc1	5.097396723	4.03120825	5.024433645	6.059868961	5.782704195
Sec24c	5.482194546	6.264323056	6.480335621	6.475269227	6.168135912
affy_1445947_at	5.200621706	5.40717664	5.694613999	5.780668972	5.886974504
affy_1443203_at	4.840122356	4.567011206	4.847443559	5.133845897	5.526954963
Srd5a2l	6.166024961	6.409709511	6.232260174	6.719013846	6.853056336
Tmem16k	7.301196767	6.435898888	6.921027619	7.864599313	7.988268716
Oaz2	7.465946351	8.598154951	9.017851635	7.749391742	8.15341147
C920008N22Rik	5.390020627	5.428839915	5.839754114	5.736415052	6.077650064
9130422G05Rik	6.434256366	6.570429989	6.530212022	6.830175215	7.122360975
Zfp276	5.766002191	6.021893278	6.437339733	6.411437958	6.454643755
Mapk7	6.561755801	6.562242034	7.00532859	7.067494621	7.25058709
affy_1439920_at	4.2141225	4.616141464	4.307489403	4.267134651	4.902986314
Il15ra	6.626211992	6.371779976	6.435898433	7.25701683	7.315293318
Adora2b	2.821167055	2.937297906	3.080015971	3.064925455	3.510298368
Btbd14b	5.066810891	5.683613522	5.67454495	5.603073679	5.756067347
Pdk3	8.041170411	8.684533781	8.622674697	9.03721495	8.730534121
Vps18	6.19431027	6.366083794	6.645938575	6.819934747	6.884076596
Trove2	4.549120342	5.12609336	5.119627164	5.267502751	5.239644687
Phf21a	6.401528157	5.885377992	6.310184771	6.842195239	7.092309324
1110004M10Rik	3.869868305	3.485986592	3.804550238	4.248136311	4.560711487
Acox3	4.550043433	4.448189562	4.729274926	4.918509485	5.241062668
Sh3gl1	7.091016087	7.818213658	7.832027048	7.83770667	7.782163002
affy_1456841_at	3.439425432	3.22245353	3.38852685	3.881106135	4.130649172
affy_1442346_at	3.095544968	3.281233571	3.552895445	3.36431169	3.786820887
Nfkb2	6.631401203	6.320769693	7.061919795	7.240926257	7.322759493
Myo1g	9.598613327	8.714691657	9.899126268	10.62625601	10.29004171
Gsn	9.814648856	9.724943237	8.319867397	10.30934992	10.50620173
affy_1447258_at	4.195070467	4.135022624	4.834390562	5.025542561	4.886747537
Scand1	9.573944321	9.443861089	10.06887934	10.41456985	10.26638556
A430105P17Rik	3.153545489	3.522230472	3.714964215	3.754024467	3.846714147
Mmp1a	2.487562516	2.486955595	2.534251822	3.351503809	3.180877992
2210402A03Rik	6.836090677	6.975891823	7.051025634	7.100946926	7.529517698
Lrrc8c	7.431185892	7.608842459	8.208199912	7.893846607	8.125218155
affy_AFFX-r2-Bs-phe-3_at	13.17075562	13.61435319	13.86398153	13.87940161	13.86501362
affy_1442603_at	6.19824875	6.710809771	6.649396486	6.709543417	6.892608713
Trrap	8.819712666	9.168954656	9.741087492	9.588165982	9.51440036
Atp2b4	3.085982775	3.249180171	3.62717806	3.397398955	3.780797558
0610041E09Rik	7.737395209	8.061848901	7.916324101	8.263443397	8.43296633
affy_1441351_at	5.217552491	5.162226749	5.366662832	5.288223223	5.914158849
9330180L21Rik	7.152149448	7.331896657	7.532397334	7.476224297	7.848785832
3830406C13Rik	5.735922747	5.438971829	5.171178417	6.094942302	6.433095191
Dag1	6.370095672	6.403920763	6.872966028	6.972868235	7.067269514
Gabarapl1	7.552621099	7.526813681	7.902762036	7.890955778	8.250351253
Bri3	5.267097095	5.459110706	5.712976495	5.684237594	5.964845782
affy_1439306_at	3.179227237	3.834867839	4.372529648	3.776764554	3.877299001
affy_1441105_at	5.83467111	4.927359229	5.468159081	6.839521638	6.532901855
affy_1447304_at	4.994300093	4.287798222	4.404552258	5.016573167	5.692785087
Ap2b1	6.221600702	6.404235596	6.759207096	6.945358296	6.920947755
C030004A17Rik	6.346459775	6.580678164	6.810647514	6.971872546	7.046822213
Rac1	10.42759965	10.88201601	11.27023489	11.21784624	11.12803949
Socs6	4.83035396	5.182290059	4.9813401	5.037004534	5.532302621
affy_1443913_at	4.15848565	4.326598041	4.215845481	4.544031936	4.860762487
5430405H02Rik	4.996430412	4.696518581	4.85807097	5.362852608	5.698842659
B230354K17Rik	6.346107395	5.734507535	6.204185104	6.834387538	7.048826284
4933407K13Rik	3.539346472	4.551332665	4.406425262	4.329404437	4.242126259
Gats	3.814883025	3.572514883	3.791395002	4.233179157	4.518077912
Zfyve16	4.32057004	5.031003972	4.905852357	5.124343884	5.023833054
Insig1	8.078283162	8.991857568	9.431912419	9.067407558	8.782520738
Zfp287	2.768106423	2.989482682	2.919081649	3.266518578	3.472439094
Orm3	3.335522888	3.156834706	3.28530355	3.894974534	4.040287989
Txndc13	4.905028255	6.177264152	5.778164466	5.297642712	5.610480544
Dennd4b	7.761475881	7.654543758	7.820035944	8.429985318	8.467161193
affy_1458440_at	2.694683144	2.302345548	2.687898891	2.574930372	3.400958236
Rab11a	8.609055978	8.784600796	9.455467207	9.395967158	9.315438091
Prkcc	5.417840379	5.14606417	5.819173055	5.789729427	6.124560049
Il18rap	4.171952401	4.305505329	3.881303126	4.795825744	4.879559782
Hspa1b	7.115556791	7.259464253	8.570783815	8.176992068	7.824051188
Chst12	7.205254935	7.853626973	7.90058281	7.997495555	7.914091745
C78228	3.494435461	3.665658075	3.759547913	3.906238174	4.2033398
affy_1458709_a_at	3.111292614	2.474840362	3.690563032	3.989035713	3.820215466
Srgap2	7.2757309	6.758448184	7.029101094	7.36723433	7.984695597
Traf1	3.508375028	3.644588613	3.453232563	3.946480386	4.217396911
5730493B19Rik	5.759901263	6.283310285	6.322022015	6.429998527	6.469707207
Samd4b	6.533467508	6.838854908	7.152994774	7.168523315	7.243533208
A930005I04Rik	2.314588138	2.167848377	2.285204783	2.44633399	3.024918008
affy_1442729_at	3.409105858	3.368549812	3.949169842	4.087258176	4.120113154
Dnmt3l	3.781340459	3.735148198	3.955038117	4.170102506	4.492607078
Hcls1	8.867759103	8.789106065	9.288719358	9.734690692	9.579041287
C130050O18Rik	3.763852203	3.439497977	3.452659473	5.14039588	4.475325552
Agrn	5.00877544	4.40639542	4.396977218	5.258401142	5.720560169
4921505C17Rik	5.540331439	6.066363717	5.914373663	5.653537886	6.252241308
affy_1439799_at	4.108385521	5.215713227	5.351756974	4.758478112	4.82114852
0610013E23Rik	5.753409803	6.107936003	6.13997295	6.01213567	6.466685476
Anxa7	6.637192593	6.651172546	7.061060526	7.387071872	7.350478265
Plcb2	5.533308854	5.217567879	5.523649039	6.187170315	6.247160716
Cpeb3	4.073735499	3.842492326	3.929019347	4.6532026	4.787636285
Idi1	8.054075206	10.08770203	9.977444702	8.827710598	8.768421788
Suv420h2	7.641049328	7.628128708	7.852503592	8.140539892	8.355426604
Sympk	6.467137584	6.740244712	7.095431194	6.958928615	7.181657377
39147.0	5.97949431	6.384725033	6.225564729	6.281563922	6.694207943
Ubap2l	6.032062259	5.967862753	6.150393858	6.177067463	6.747280124
affy_AFFX-DapX-3_at	12.28410523	12.79875754	12.88012755	13.00766319	12.99964172
Oma1	7.007281027	6.646135434	7.282750461	7.562578916	7.722994186
Unc45a	6.280625971	6.106907121	6.932150802	7.041576152	6.996459317
affy_1446592_at	7.127654248	7.707461181	7.63900726	7.396702357	7.843829344
Smap1l	9.411065492	8.742310813	9.484335766	10.57165684	10.12729364
Il1rap	3.549578578	4.368937686	3.557961537	4.321816022	4.265934642
D15Ertd30e	5.767577263	5.59738617	6.303790507	6.966249429	6.4839418
St3gal1	6.061237638	4.904485694	6.579719964	6.973100787	6.778090087
Ube3c	5.836122437	6.244180247	6.417649725	6.5463605	6.553351231
Ptpro	3.004163928	3.130594604	3.030895501	3.390668305	3.721503637
affy_1420313_x_at	3.230939662	3.553481464	3.691720676	3.616814271	3.948354534
Piwil2	3.833113038	4.156098118	4.051724828	4.808085905	4.550919634
Papss2	3.180445319	3.709408862	3.961937813	4.698317016	3.899277648
Marveld1	4.610790938	4.833022032	5.454966492	5.33452704	5.329686642
5830471E12Rik	8.992691097	8.325531576	9.237257701	9.45480981	9.711702083
Ndufa13	10.85302164	10.8526824	11.04929128	11.71583958	11.57213061
Mysm1	6.704042864	6.938399331	6.83986663	7.190443293	7.423430952
Aqp9	3.765247796	3.791232584	3.963405123	4.10928136	4.48482744
Dync1i2	9.552033355	9.328359373	9.850262838	10.00066466	10.27398491
Nf1	5.820167481	5.745699665	6.30228318	6.481264805	6.542337049
E030041M21Rik	8.340845592	8.871276234	9.063716883	8.974358289	9.063285651
P4ha1	7.271906247	6.533041474	6.764201492	7.879388388	7.994915454
2900054C01Rik	2.664891776	2.827633993	2.726534104	3.121143683	3.388399957
affy_1440284_at	8.634919762	9.327678452	9.805248026	9.284057404	9.358901379
AI850629	6.900683523	7.543840778	7.992901311	7.821605984	7.624812847
1110064P04Rik	5.636575755	6.02518195	6.25107356	6.177475658	6.360797264
2610001J05Rik	5.437875287	5.633774089	5.671494933	6.051959868	6.162505743
Usp3	6.652763806	5.918014773	6.036642899	6.935122726	7.377659263
affy_1445604_at	3.96791922	3.877333626	3.817019207	4.950691842	4.692899213
AA536743	8.009492733	7.945223909	8.154918578	8.159831083	8.73468748
2510005D08Rik	6.533425178	7.04740059	7.489170732	7.753733551	7.258896162
3110001I20Rik	8.410836414	8.214950922	8.183385841	8.842938094	9.136632525
Zdhhc5	7.035183473	7.26720189	7.088036723	7.720670606	7.761890377
affy_1447891_at	2.919352912	3.110987817	2.881645354	2.898688549	3.64628329
Tm9sf4	6.832452759	7.104707506	7.195372148	7.502260273	7.559444788
Psme2	10.59967281	10.83990273	10.76814353	11.26782766	11.32679215
BC023105	2.646794174	2.592988472	2.821096542	2.635517291	3.374289478
Tmem85	7.786068658	7.88623056	7.777441266	8.088991256	8.514178985
Nek7	7.645417055	7.554095488	7.592593396	7.818192592	8.374279035
Gga1	5.027743617	5.347148945	5.519864609	5.666432561	5.756652862
AA763515	3.67315221	2.804906754	2.936397443	4.186683081	4.402097649
Lnk	6.091992823	5.596293592	6.44756307	7.163033769	6.821572539
2900073G15Rik	8.70461265	9.092148426	9.670324168	9.726915416	9.434445584
Ypel2	4.245430604	4.369771297	4.759447555	4.812247224	4.975786007
Exoc5	7.104404447	7.354893072	7.601652469	7.727431283	7.835110331
1600010M07Rik	4.738920725	4.295909418	4.60006749	5.114539408	5.469746657
2010002M12Rik	3.818609039	3.621281835	3.627534392	4.058134788	4.549848574
Il18bp	4.94957447	5.621641266	5.722692686	5.515748193	5.680831677
Hmox2	9.668349155	9.861459939	9.818905918	10.31205317	10.39965222
C78549	4.789094476	4.996456317	5.326732065	5.375311771	5.520446932
affy_1442899_at	3.628168847	3.947779933	4.336644487	4.452245477	4.359943723
AI503301	5.943648178	5.896020808	5.418936632	6.174921218	6.675489921
2700012I20Rik	2.921203423	2.731286154	2.999647174	2.979612117	3.653083322
Wdfy2	7.999076845	6.680140246	8.008565592	8.724419752	8.732037267
Osbpl8	8.556313876	8.851601189	8.955526634	8.98464776	9.289688156
Trpm4	6.219686485	5.404999879	6.460936148	7.41193898	6.953181492
Apoc4	4.615995181	4.796643877	4.822662845	5.027052191	5.34999263
Col7a1	5.706844359	5.413007984	5.786298526	6.076276563	6.441090568
Sycp3	3.295781583	3.57238512	3.712518283	3.483434924	4.030226086
Fgr	4.630003084	4.736371751	4.815194138	5.621956678	5.364569359
Creld2	7.383791526	8.834338857	8.618095952	9.31790475	8.11847065
A430093F15Rik	4.969360174	5.809844129	6.173497637	6.522542453	5.704508784
Arl8a	7.281069948	7.012305619	7.709130218	7.9450724	8.016721571
Dpp8	4.952516958	4.849331836	4.878574559	5.020083088	5.688687358
Dnajb11	9.127174525	9.934939286	9.695937749	10.24061529	9.863499718
Wdfy3	5.440998342	5.388272232	5.685394688	5.935106518	6.177832118
Ankrd16	7.721351971	8.389649292	8.24758995	8.474037865	8.45833373
affy_1457998_at	3.457159504	3.408435583	3.61934708	3.895803933	4.194606258
Tusc3	6.099264109	6.667723501	6.691849002	6.926164628	6.836833651
9030425E11Rik	3.314490968	3.145505943	3.348657482	4.018884697	4.052410258
Rsn	5.411015962	5.895996769	6.798651962	6.054998119	6.149078495
affy_1441505_at	7.340340427	7.691720428	7.800079457	7.647412693	8.078502431
Dpysl2	3.994711273	4.237033308	4.506086331	4.725896755	4.733004325
Gngt2	4.84110866	4.501069242	4.515786496	5.805936099	5.579546592
Slc25a28	8.167043508	8.0255814	8.696639852	8.764677033	8.905543111
Ms4a4d	2.136598459	2.124318563	2.166270855	2.323297946	2.875175333
4930404J24Rik	4.104834304	4.215445768	3.976800844	4.523589265	4.844057094
Clic1	8.61672606	8.172779562	8.897340967	9.492993942	9.356277143
affy_1441698_at	4.055149111	4.561928691	4.572416885	4.603230196	4.794728897
affy_1442825_at	3.699697984	3.968124046	4.312041045	4.621829266	4.439686817
Prcp	6.256330302	5.886889112	4.980341277	6.426430919	6.996351895
LOC434495	6.141278623	5.451819359	5.955110099	6.052334884	6.88157445
Renbp	7.77534965	6.939031287	7.904299362	8.462722775	8.515995464
Rragc	9.863522383	9.682776646	10.22623436	10.2165698	10.60454037
Cbl	4.450299569	5.847340603	5.784918799	5.708798293	5.191779912
BC006909	8.284471597	8.597211432	8.579980645	9.011544601	9.025999915
Slc30a7	6.800682703	6.625296899	7.255876053	7.696346808	7.542854633
Sema3a	2.922919853	3.39259924	3.073746015	3.84492085	3.66528744
9030025P20Rik	6.967337757	6.956636788	7.461848165	7.399285414	7.70989253
Btg1	11.62906316	10.81255321	10.90884434	12.04233949	12.3721998
2310005E10Rik	7.124350357	6.478890927	7.108266502	7.636842339	7.868170817
Ywhaz	9.256526757	9.988374798	10.01828269	10.14953918	10.00041622
Rit1	6.443169316	6.373801995	6.950989407	6.996056663	7.187068826
Sema3e	3.397189579	3.472035343	3.20903114	3.884363815	4.141309394
E030042N06Rik	4.444460369	4.295948928	4.488166012	4.814994119	5.189483271
Pde8a	4.790769479	4.480592526	6.217335838	5.60618104	5.536152258
affy_1445547_at	5.220909435	4.72201306	4.998033143	5.751878216	5.966399852
Rab7	9.331506665	9.59355973	9.710810536	9.962107993	10.07883918
affy_1442336_at	5.943822088	6.272798734	6.514070024	6.492550685	6.691763062
2810421E14Rik	4.127425066	4.186231006	4.219901375	4.463256931	4.876078048
BC067047	7.765330388	7.216292065	8.273337595	8.588082199	8.514400102
Eps15l1	4.590957697	5.009447961	5.206039623	5.156124287	5.340096337
D130054N24Rik	6.083324636	6.458123432	6.534874747	6.922250899	6.832722881
Igh-6	3.063616542	3.06251216	2.992679921	3.728105183	3.813552233
Lrch1	5.696693803	5.890936582	5.933757171	5.919682794	6.447137468
App	3.028622593	3.158990999	3.217643398	3.815653997	3.779403943
Akap3	3.107580199	2.951546843	3.117620271	3.196289544	3.858514412
Mobk1b	8.814963417	8.908406445	9.171397428	9.474200221	9.566228505
Lrp6	5.454714481	5.80685287	5.981857392	6.233044466	6.207776335
Nfic	4.174933193	3.832914881	4.31876334	4.907403893	4.92849572
Wdr81	7.421934281	6.350693262	7.064985391	8.142669866	8.175956398
affy_1447057_at	5.561708889	4.95237118	5.443506274	5.96709006	6.315887336
Brd4	8.081500128	8.336066412	8.575135202	8.558029145	8.836055964
Cyb561d2	6.411229911	6.868988785	7.091278349	7.442484714	7.166157488
affy_1443489_at	7.169348538	7.652271241	7.650665696	7.467995485	7.924960627
Il10rb	6.54120899	5.860496589	6.306380249	7.080666517	7.297689446
Ddhd2	4.712686097	5.218023911	5.726087022	5.478147834	5.470101961
Mtpn	10.05944998	10.15965475	10.5037495	10.66648482	10.81721812
Ralbp1	8.373900202	8.425689753	8.917265658	8.945030977	9.132352067
affy_1456437_x_at	5.176615381	5.475304378	5.404311643	5.994500675	5.936146816
6720473G16Rik	3.579886664	3.829270462	3.666785177	4.017664465	4.339437594
Arpc3	10.45437188	10.5492627	11.01063444	11.53156108	11.2139651
affy_1442199_at	4.615897598	4.704216283	4.711634264	4.814690774	5.375783695
Cd1d1	7.57986593	6.943035538	6.664462351	7.794427876	8.340496786
Wdr37	5.136255833	5.637947956	5.937763011	5.836988532	5.896928486
Gpatc3	4.80052944	5.309398827	5.140842419	5.527864697	5.561393555
Dnajc1	6.96291479	6.729283016	6.955629001	7.223536412	7.724154132
1700041B20Rik	3.683231874	4.187502061	4.299812793	4.38205343	4.44462572
Scarb1	8.244616791	10.27376634	10.7689792	9.879778157	9.006810931
Slc7a5	10.90570535	11.15406163	11.95602915	12.09641838	11.66799291
Parp8	7.527059897	6.374870312	7.024187929	7.594179438	8.289870363
affy_1447425_at	3.236316953	3.362557214	3.187422444	3.344698939	3.99936096
Centa1	6.747873296	6.98167819	7.830515871	7.83206604	7.511010295
Snx12	6.721980964	7.24227124	7.926740792	7.642581333	7.485871802
Frmd6	6.643118216	7.025369174	7.116338948	7.28102959	7.408925328
Tmem50a	10.19825056	9.952619074	10.65658711	10.8392514	10.96414553
Stxbp2	7.955289654	7.558580175	8.174541766	8.639831903	8.722187772
5730437N04Rik	4.187563934	4.92696177	4.958022974	4.751606466	4.955362816
Tuba8	4.22220351	4.505877384	4.777158415	4.867608067	4.99039175
Prmt2	5.697896838	4.701935939	5.648006524	6.272694835	6.466180679
Cspg2	2.530933498	2.644337519	2.859209779	2.804627194	3.299410391
Lipe	5.378092651	5.094542091	5.474188412	5.995313448	6.146750801
2900070H08Rik	6.018739854	5.914938656	6.128314809	6.664395303	6.787993227
2610208M17Rik	7.854919249	7.426375861	8.013605694	8.205894071	8.624188719
E2f8	3.823121514	4.696353944	4.218317594	4.202914925	4.592560302
A130019P10Rik	5.130068481	5.995785164	6.422265973	5.776445608	5.900033173
affy_1447516_at	5.135744443	4.512213731	4.675791552	5.580601299	5.905981236
affy_1446210_at	5.720390919	5.755292652	5.710209406	6.002496155	6.490725443
Fcho2	5.158431163	5.580885826	5.895634006	5.567947223	5.928806739
Dnajc13	7.166947515	7.403487383	7.50768479	7.755562681	7.937426279
Rab6	9.113506741	9.085174144	9.682617806	9.86906029	9.884103564
affy_AFFX-DapX-M_at	12.13259865	12.74830261	12.7810602	12.96945647	12.9034141
Vps11	6.647567006	6.670614371	6.931340054	7.240396721	7.418880648
Smchd1	7.613219251	7.543192317	7.581162662	7.829491156	8.384988307
affy_1447224_at	2.82144985	2.79040227	2.929633607	3.060924312	3.593317016
Whdc1	4.461295952	4.521135966	4.839831824	4.984913244	5.234813424
7630402I04Rik	4.666041481	5.420806747	5.646912179	5.383434634	5.43975402
Snx6	8.818530991	8.641744654	9.119752185	9.410722429	9.592438068
affy_1444361_at	5.076470634	4.987522405	4.284817242	5.223418686	5.850702617
Arrdc1	7.384749758	7.345585955	7.749256521	8.203920307	8.159339629
Rab1b	8.475383886	8.992342892	9.404263598	9.47325778	9.250641708
Zfp91	6.373414964	7.549716283	7.246132132	7.109432998	7.149315769
1110007F12Rik	4.533436485	3.463367036	3.74855958	5.074856467	5.309561984
Tnrc5	6.634072426	6.63553385	6.63922691	7.199560935	7.410300329
affy_1441649_at	6.096869539	6.463162244	6.317614377	6.262632351	6.873242295
Tuba4	8.422571484	9.6960303	10.22877629	9.879754154	9.199239419
Slc25a35	4.168423299	4.403501877	4.584385118	4.741535364	4.945476602
Surf4	7.814700605	8.113420901	8.540379553	9.235069504	8.592003494
affy_1443852_at	2.347737115	2.663482039	2.859789975	3.416285734	3.125140917
Rsc1a1	7.897508238	8.716335524	8.946910001	8.394916526	8.675978768
affy_1437757_at	6.840845498	6.742787382	7.399370974	7.567906087	7.619676657
Ube4a	5.422325997	5.792404007	6.198290609	6.223960381	6.201470803
5930405F01Rik	3.16038926	3.165987078	3.598638132	3.472482124	3.940092719
affy_1460138_at	5.12618825	5.630326101	5.572780337	5.357835782	5.906211174
Lrrc8d	6.684581513	6.761684817	7.014747136	7.29343127	7.464635786
Cbara1	4.4328938	5.194728029	5.190979664	5.021010719	5.213146235
Riok3	8.688450335	8.535737242	9.511071164	9.66940547	9.469221903
Tceb3	7.411306457	7.387335868	7.705304739	7.934111521	8.19214895
affy_1436672_at	6.989270641	6.202878199	6.74087467	7.458585703	7.770146224
AW228836	6.980225441	8.056912636	7.913264348	7.285998966	7.761463552
D9Wsu74e	5.040199333	5.109390107	5.188368251	5.067398955	5.821659136
Impact	6.879068454	6.478055393	6.359629116	6.898708346	7.661450819
Tbc1d13	6.668392578	6.815404312	7.330696293	7.433875174	7.451393782
Erp29	8.604589932	8.757859652	8.671816731	9.679762583	9.388061563
Saa3	5.609802767	6.211636846	6.481359838	6.198823118	6.393284836
0610007N19Rik	4.640232901	4.651058321	4.649336557	5.234304008	5.423973599
Gnaq	6.757271966	6.425583054	6.945177047	7.507707143	7.541122115
BC013529	7.229307232	8.755028812	8.255108676	7.859451637	8.014793749
affy_1458689_at	4.247138389	3.633323305	4.270707796	4.82452259	5.03269098
Actn1	4.936908485	5.143126088	5.60694521	5.834833168	5.722983066
Rgag4	4.703019182	4.503265741	4.600759049	4.973243447	5.48956055
Csnk1a1	8.236244905	8.517227895	8.483822341	8.641678978	9.022849789
6330548G22Rik	4.921000532	6.548506366	6.079172565	5.984272108	5.708066334
Dhcr24	6.290761139	6.527427722	7.242920745	7.144846373	7.078005745
Fth1	12.20846918	11.91250273	12.25381425	12.56424632	12.99581183
Fxc1	8.339150308	8.800037712	9.164576307	9.385101978	9.126507036
affy_1458965_at	2.469564787	2.871082551	2.861795093	2.871016696	3.256944416
Golga1	3.733687416	3.839007784	4.133095574	4.472944198	4.52214647
affy_1435819_at	3.049609067	3.307732903	3.068088697	3.390202034	3.839135062
Vps13c	4.218985817	4.316150205	4.872296319	5.401154437	5.008960447
